Item Number,"Standard
Cost","Average
Cost",Wh,Description[1],Description[2],Description[3],Description[4],Description[5],Profile Info[4],"Pricing
Base",Multiplier/Price[1],Multiplier/Price[2],Multiplier/Price[3],Major Pricing,Multiplier/Price[4],Multiplier/Price[5],Multiplier/Price[6],"Price
Per",Item Number,Cross Ref ID
BUS408,0.00,16.69,HB,"1 1/4"" CONDUIT BUSHING",,,,THM BU504,"BUSHING, CONDUIT",P,180.55,216.66,157.00,94.20,94.00,43.20,180.55,C,BUS408,APPLETON BBU125H
BUS408,0.00,16.69,HB,"1 1/4"" CONDUIT BUSHING",,,,THM BU504,"BUSHING, CONDUIT",P,180.55,216.66,157.00,94.20,94.00,43.20,180.55,C,BUS408,APPLETON; BBU125
BUS408,0.00,16.69,HB,"1 1/4"" CONDUIT BUSHING",,,,THM BU504,"BUSHING, CONDUIT",P,180.55,216.66,157.00,94.20,94.00,43.20,180.55,C,BUS408,BAA0402
BUS408,0.00,16.69,HB,"1 1/4"" CONDUIT BUSHING",,,,THM BU504,"BUSHING, CONDUIT",P,180.55,216.66,157.00,94.20,94.00,43.20,180.55,C,BUS408,BRIDGEPORT 324
BUS408,0.00,16.69,HB,"1 1/4"" CONDUIT BUSHING",,,,THM BU504,"BUSHING, CONDUIT",P,180.55,216.66,157.00,94.20,94.00,43.20,180.55,C,BUS408,BRIDGEPORT 324B
BUS408,0.00,16.69,HB,"1 1/4"" CONDUIT BUSHING",,,,THM BU504,"BUSHING, CONDUIT",P,180.55,216.66,157.00,94.20,94.00,43.20,180.55,C,BUS408,BU408
BUS408,0.00,16.69,HB,"1 1/4"" CONDUIT BUSHING",,,,THM BU504,"BUSHING, CONDUIT",P,180.55,216.66,157.00,94.20,94.00,43.20,180.55,C,BUS408,CCHC 934
BUS408,0.00,16.69,HB,"1 1/4"" CONDUIT BUSHING",,,,THM BU504,"BUSHING, CONDUIT",P,180.55,216.66,157.00,94.20,94.00,43.20,180.55,C,BUS408,CCHC H934
BUS408,0.00,16.69,HB,"1 1/4"" CONDUIT BUSHING",,,,THM BU504,"BUSHING, CONDUIT",P,180.55,216.66,157.00,94.20,94.00,43.20,180.55,C,BUS408,DOTTIE PB125
BUS408,0.00,16.69,HB,"1 1/4"" CONDUIT BUSHING",,,,THM BU504,"BUSHING, CONDUIT",P,180.55,216.66,157.00,94.20,94.00,43.20,180.55,C,BUS408,OZ GEDNEY A-125
BUS408,0.00,16.69,HB,"1 1/4"" CONDUIT BUSHING",,,,THM BU504,"BUSHING, CONDUIT",P,180.55,216.66,157.00,94.20,94.00,43.20,180.55,C,BUS408,OZ GEDNEY IB125
BUS408,0.00,16.69,HB,"1 1/4"" CONDUIT BUSHING",,,,THM BU504,"BUSHING, CONDUIT",P,180.55,216.66,157.00,94.20,94.00,43.20,180.55,C,BUS408,STL CTY BU-504
BUS410,0.00,47.83,HB,"1 1/2"" CONDUIT BUSHING",,,,THM BU505 (25/box),"BUSHING, CONDUIT",P,243.73,292.48,211.94,127.16,127.00,75.60,243.73,C,BUS410,APPLETON BBU150
BUS410,0.00,47.83,HB,"1 1/2"" CONDUIT BUSHING",,,,THM BU505 (25/box),"BUSHING, CONDUIT",P,243.73,292.48,211.94,127.16,127.00,75.60,243.73,C,BUS410,APPLETON BBU150H
BUS410,0.00,47.83,HB,"1 1/2"" CONDUIT BUSHING",,,,THM BU505 (25/box),"BUSHING, CONDUIT",P,243.73,292.48,211.94,127.16,127.00,75.60,243.73,C,BUS410,BAA0502
BUS410,0.00,47.83,HB,"1 1/2"" CONDUIT BUSHING",,,,THM BU505 (25/box),"BUSHING, CONDUIT",P,243.73,292.48,211.94,127.16,127.00,75.60,243.73,C,BUS410,BRIDGEPORT 325
BUS410,0.00,47.83,HB,"1 1/2"" CONDUIT BUSHING",,,,THM BU505 (25/box),"BUSHING, CONDUIT",P,243.73,292.48,211.94,127.16,127.00,75.60,243.73,C,BUS410,BRIDGEPORT 325B
BUS410,0.00,47.83,HB,"1 1/2"" CONDUIT BUSHING",,,,THM BU505 (25/box),"BUSHING, CONDUIT",P,243.73,292.48,211.94,127.16,127.00,75.60,243.73,C,BUS410,BU410
BUS410,0.00,47.83,HB,"1 1/2"" CONDUIT BUSHING",,,,THM BU505 (25/box),"BUSHING, CONDUIT",P,243.73,292.48,211.94,127.16,127.00,75.60,243.73,C,BUS410,CCHC 935
BUS410,0.00,47.83,HB,"1 1/2"" CONDUIT BUSHING",,,,THM BU505 (25/box),"BUSHING, CONDUIT",P,243.73,292.48,211.94,127.16,127.00,75.60,243.73,C,BUS410,CCHC H935
BUS410,0.00,47.83,HB,"1 1/2"" CONDUIT BUSHING",,,,THM BU505 (25/box),"BUSHING, CONDUIT",P,243.73,292.48,211.94,127.16,127.00,75.60,243.73,C,BUS410,DOTTIE PB150
BUS410,0.00,47.83,HB,"1 1/2"" CONDUIT BUSHING",,,,THM BU505 (25/box),"BUSHING, CONDUIT",P,243.73,292.48,211.94,127.16,127.00,75.60,243.73,C,BUS410,OZ GEDNEY A-150
BUS410,0.00,47.83,HB,"1 1/2"" CONDUIT BUSHING",,,,THM BU505 (25/box),"BUSHING, CONDUIT",P,243.73,292.48,211.94,127.16,127.00,75.60,243.73,C,BUS410,OZ GEDNEY IB150
BUS410,0.00,47.83,HB,"1 1/2"" CONDUIT BUSHING",,,,THM BU505 (25/box),"BUSHING, CONDUIT",P,243.73,292.48,211.94,127.16,127.00,75.60,243.73,C,BUS410,STL CTY BU-505
BUS412,0.00,45.15,HB,"2"" CONDUIT BUSHING",,,,THM BU506 (10/box),"BUSHING, CONDUIT",P,451.06,541.28,392.23,235.34,235.00,97.20,451.06,C,BUS412,APPLETON BBU200
BUS412,0.00,45.15,HB,"2"" CONDUIT BUSHING",,,,THM BU506 (10/box),"BUSHING, CONDUIT",P,451.06,541.28,392.23,235.34,235.00,97.20,451.06,C,BUS412,APPLETON BBU200H
BUS412,0.00,45.15,HB,"2"" CONDUIT BUSHING",,,,THM BU506 (10/box),"BUSHING, CONDUIT",P,451.06,541.28,392.23,235.34,235.00,97.20,451.06,C,BUS412,BAA0602
BUS412,0.00,45.15,HB,"2"" CONDUIT BUSHING",,,,THM BU506 (10/box),"BUSHING, CONDUIT",P,451.06,541.28,392.23,235.34,235.00,97.20,451.06,C,BUS412,BRIDGEPORT 326
BUS412,0.00,45.15,HB,"2"" CONDUIT BUSHING",,,,THM BU506 (10/box),"BUSHING, CONDUIT",P,451.06,541.28,392.23,235.34,235.00,97.20,451.06,C,BUS412,BRIDGEPORT 326B
BUS412,0.00,45.15,HB,"2"" CONDUIT BUSHING",,,,THM BU506 (10/box),"BUSHING, CONDUIT",P,451.06,541.28,392.23,235.34,235.00,97.20,451.06,C,BUS412,BU412
BUS412,0.00,45.15,HB,"2"" CONDUIT BUSHING",,,,THM BU506 (10/box),"BUSHING, CONDUIT",P,451.06,541.28,392.23,235.34,235.00,97.20,451.06,C,BUS412,CCHC 936
BUS412,0.00,45.15,HB,"2"" CONDUIT BUSHING",,,,THM BU506 (10/box),"BUSHING, CONDUIT",P,451.06,541.28,392.23,235.34,235.00,97.20,451.06,C,BUS412,CCHC H936
BUS412,0.00,45.15,HB,"2"" CONDUIT BUSHING",,,,THM BU506 (10/box),"BUSHING, CONDUIT",P,451.06,541.28,392.23,235.34,235.00,97.20,451.06,C,BUS412,DOTTIE PB200
BUS412,0.00,45.15,HB,"2"" CONDUIT BUSHING",,,,THM BU506 (10/box),"BUSHING, CONDUIT",P,451.06,541.28,392.23,235.34,235.00,97.20,451.06,C,BUS412,OZ GEDNEY A-200
BUS412,0.00,45.15,HB,"2"" CONDUIT BUSHING",,,,THM BU506 (10/box),"BUSHING, CONDUIT",P,451.06,541.28,392.23,235.34,235.00,97.20,451.06,C,BUS412,OZ GEDNEY IB200
BUS412,0.00,45.15,HB,"2"" CONDUIT BUSHING",,,,THM BU506 (10/box),"BUSHING, CONDUIT",P,451.06,541.28,392.23,235.34,235.00,97.20,451.06,C,BUS412,STL CTY BU-506
BUS414,0.00,96.19,HB,"2 1/2"" CONDUIT BUSHING",,,,THM BU507,"BUSHING, CONDUIT",P,1015.55,1218.66,883.09,529.85,530.00,707.40,1015.55,C,BUS414,APPLETON BBU250
BUS414,0.00,96.19,HB,"2 1/2"" CONDUIT BUSHING",,,,THM BU507,"BUSHING, CONDUIT",P,1015.55,1218.66,883.09,529.85,530.00,707.40,1015.55,C,BUS414,APPLETON BBU250H
BUS414,0.00,96.19,HB,"2 1/2"" CONDUIT BUSHING",,,,THM BU507,"BUSHING, CONDUIT",P,1015.55,1218.66,883.09,529.85,530.00,707.40,1015.55,C,BUS414,BAA0702
BUS414,0.00,96.19,HB,"2 1/2"" CONDUIT BUSHING",,,,THM BU507,"BUSHING, CONDUIT",P,1015.55,1218.66,883.09,529.85,530.00,707.40,1015.55,C,BUS414,BRIDGEPORT 327
BUS414,0.00,96.19,HB,"2 1/2"" CONDUIT BUSHING",,,,THM BU507,"BUSHING, CONDUIT",P,1015.55,1218.66,883.09,529.85,530.00,707.40,1015.55,C,BUS414,BRIDGEPORT 327B
BUS414,0.00,96.19,HB,"2 1/2"" CONDUIT BUSHING",,,,THM BU507,"BUSHING, CONDUIT",P,1015.55,1218.66,883.09,529.85,530.00,707.40,1015.55,C,BUS414,BU414
BUS414,0.00,96.19,HB,"2 1/2"" CONDUIT BUSHING",,,,THM BU507,"BUSHING, CONDUIT",P,1015.55,1218.66,883.09,529.85,530.00,707.40,1015.55,C,BUS414,CCHC 937
BUS414,0.00,96.19,HB,"2 1/2"" CONDUIT BUSHING",,,,THM BU507,"BUSHING, CONDUIT",P,1015.55,1218.66,883.09,529.85,530.00,707.40,1015.55,C,BUS414,CCHCH937
BUS414,0.00,96.19,HB,"2 1/2"" CONDUIT BUSHING",,,,THM BU507,"BUSHING, CONDUIT",P,1015.55,1218.66,883.09,529.85,530.00,707.40,1015.55,C,BUS414,DOTTIE PB250
BUS414,0.00,96.19,HB,"2 1/2"" CONDUIT BUSHING",,,,THM BU507,"BUSHING, CONDUIT",P,1015.55,1218.66,883.09,529.85,530.00,707.40,1015.55,C,BUS414,OZ GEDNEY A-250
BUS414,0.00,96.19,HB,"2 1/2"" CONDUIT BUSHING",,,,THM BU507,"BUSHING, CONDUIT",P,1015.55,1218.66,883.09,529.85,530.00,707.40,1015.55,C,BUS414,OZ GEDNEY IB250
BUS414,0.00,96.19,HB,"2 1/2"" CONDUIT BUSHING",,,,THM BU507,"BUSHING, CONDUIT",P,1015.55,1218.66,883.09,529.85,530.00,707.40,1015.55,C,BUS414,STL CTY BU-507
BUS416,0.00,175.36,HB,"3"" CONDUIT BUSHING",,,,THM BU508,"BUSHING, CONDUIT",P,1064.21,1277.05,925.40,647.78,648.00,226.80,1064.21,C,BUS416,APPLETON BBU300
BUS416,0.00,175.36,HB,"3"" CONDUIT BUSHING",,,,THM BU508,"BUSHING, CONDUIT",P,1064.21,1277.05,925.40,647.78,648.00,226.80,1064.21,C,BUS416,APPLETON BBU300H
BUS416,0.00,175.36,HB,"3"" CONDUIT BUSHING",,,,THM BU508,"BUSHING, CONDUIT",P,1064.21,1277.05,925.40,647.78,648.00,226.80,1064.21,C,BUS416,BAA0802
BUS416,0.00,175.36,HB,"3"" CONDUIT BUSHING",,,,THM BU508,"BUSHING, CONDUIT",P,1064.21,1277.05,925.40,647.78,648.00,226.80,1064.21,C,BUS416,BRIDGEPORT 328
BUS416,0.00,175.36,HB,"3"" CONDUIT BUSHING",,,,THM BU508,"BUSHING, CONDUIT",P,1064.21,1277.05,925.40,647.78,648.00,226.80,1064.21,C,BUS416,BRIDGEPORT 328B
BUS416,0.00,175.36,HB,"3"" CONDUIT BUSHING",,,,THM BU508,"BUSHING, CONDUIT",P,1064.21,1277.05,925.40,647.78,648.00,226.80,1064.21,C,BUS416,BU416
BUS416,0.00,175.36,HB,"3"" CONDUIT BUSHING",,,,THM BU508,"BUSHING, CONDUIT",P,1064.21,1277.05,925.40,647.78,648.00,226.80,1064.21,C,BUS416,CCHC 938
BUS416,0.00,175.36,HB,"3"" CONDUIT BUSHING",,,,THM BU508,"BUSHING, CONDUIT",P,1064.21,1277.05,925.40,647.78,648.00,226.80,1064.21,C,BUS416,CCHC H938
BUS416,0.00,175.36,HB,"3"" CONDUIT BUSHING",,,,THM BU508,"BUSHING, CONDUIT",P,1064.21,1277.05,925.40,647.78,648.00,226.80,1064.21,C,BUS416,DOTTIE PB300
BUS416,0.00,175.36,HB,"3"" CONDUIT BUSHING",,,,THM BU508,"BUSHING, CONDUIT",P,1064.21,1277.05,925.40,647.78,648.00,226.80,1064.21,C,BUS416,OZ GEDNEY A-300
BUS416,0.00,175.36,HB,"3"" CONDUIT BUSHING",,,,THM BU508,"BUSHING, CONDUIT",P,1064.21,1277.05,925.40,647.78,648.00,226.80,1064.21,C,BUS416,OZ GEDNEY IB300
BUS416,0.00,175.36,HB,"3"" CONDUIT BUSHING",,,,THM BU508,"BUSHING, CONDUIT",P,1064.21,1277.05,925.40,647.78,648.00,226.80,1064.21,C,BUS416,STL CTY BU-508
BUS418,0.00,103.12,HB,"4"" CONDUIT BUSHING",,,,THM BU510,"BUSHING, CONDUIT",P,1609.34,1931.21,1399.43,979.60,980.00,291.60,1609.34,C,BUS418,APPLETON BBU400
BUS418,0.00,103.12,HB,"4"" CONDUIT BUSHING",,,,THM BU510,"BUSHING, CONDUIT",P,1609.34,1931.21,1399.43,979.60,980.00,291.60,1609.34,C,BUS418,APPLETON BBU400H
BUS418,0.00,103.12,HB,"4"" CONDUIT BUSHING",,,,THM BU510,"BUSHING, CONDUIT",P,1609.34,1931.21,1399.43,979.60,980.00,291.60,1609.34,C,BUS418,BAA1002
BUS418,0.00,103.12,HB,"4"" CONDUIT BUSHING",,,,THM BU510,"BUSHING, CONDUIT",P,1609.34,1931.21,1399.43,979.60,980.00,291.60,1609.34,C,BUS418,BRIDGEPORT 330
BUS418,0.00,103.12,HB,"4"" CONDUIT BUSHING",,,,THM BU510,"BUSHING, CONDUIT",P,1609.34,1931.21,1399.43,979.60,980.00,291.60,1609.34,C,BUS418,BRIDGEPORT 330B
BUS418,0.00,103.12,HB,"4"" CONDUIT BUSHING",,,,THM BU510,"BUSHING, CONDUIT",P,1609.34,1931.21,1399.43,979.60,980.00,291.60,1609.34,C,BUS418,BU418
BUS418,0.00,103.12,HB,"4"" CONDUIT BUSHING",,,,THM BU510,"BUSHING, CONDUIT",P,1609.34,1931.21,1399.43,979.60,980.00,291.60,1609.34,C,BUS418,CCHC 940
BUS418,0.00,103.12,HB,"4"" CONDUIT BUSHING",,,,THM BU510,"BUSHING, CONDUIT",P,1609.34,1931.21,1399.43,979.60,980.00,291.60,1609.34,C,BUS418,CCHC H940
BUS418,0.00,103.12,HB,"4"" CONDUIT BUSHING",,,,THM BU510,"BUSHING, CONDUIT",P,1609.34,1931.21,1399.43,979.60,980.00,291.60,1609.34,C,BUS418,DOTTIE PB400
BUS418,0.00,103.12,HB,"4"" CONDUIT BUSHING",,,,THM BU510,"BUSHING, CONDUIT",P,1609.34,1931.21,1399.43,979.60,980.00,291.60,1609.34,C,BUS418,OZ GEDNEY A-400
BUS418,0.00,103.12,HB,"4"" CONDUIT BUSHING",,,,THM BU510,"BUSHING, CONDUIT",P,1609.34,1931.21,1399.43,979.60,980.00,291.60,1609.34,C,BUS418,OZ GEDNEY IB400
BUS418,0.00,103.12,HB,"4"" CONDUIT BUSHING",,,,THM BU510,"BUSHING, CONDUIT",P,1609.34,1931.21,1399.43,979.60,980.00,291.60,1609.34,C,BUS418,STL CTY BU-510
BRKQ402,0.00,201.40,HB,QO6-12L100RB LOAD CENTER,SQUARE D,,,,SQUARE D GFI CIRC BRAKERS,P,108.68,130.42,91.52,73.22,73.22,227.18,222.97,EA,BRKQ402,BR380
BRKQ402,0.00,201.40,HB,QO6-12L100RB LOAD CENTER,SQUARE D,,,,SQUARE D GFI CIRC BRAKERS,P,108.68,130.42,91.52,73.22,73.22,227.18,222.97,EA,BRKQ402,XEB006
BRKQ402,0.00,201.40,HB,QO6-12L100RB LOAD CENTER,SQUARE D,,,,SQUARE D GFI CIRC BRAKERS,P,108.68,130.42,91.52,73.22,73.22,227.18,222.97,EA,BRKQ402,XHB013
BRKQ402,0.00,201.40,HB,QO6-12L100RB LOAD CENTER,SQUARE D,,,,SQUARE D GFI CIRC BRAKERS,P,108.68,130.42,91.52,73.22,73.22,227.18,222.97,EA,BRKQ402,XHB033
BRKQ404,0.00,75.81,HB,100A SQUARE D LOAD CENTER,8 SPACE 16 CIRCUIT RAINTITE,,,SQ D QO816L100RB,SQUARE D LOADCTRS,P,175.56,210.67,147.84,118.27,118.27,128.62,185.00,EA,BRKQ404,BR382
BRKQ404,0.00,75.81,HB,100A SQUARE D LOAD CENTER,8 SPACE 16 CIRCUIT RAINTITE,,,SQ D QO816L100RB,SQUARE D LOADCTRS,P,175.56,210.67,147.84,118.27,118.27,128.62,185.00,EA,BRKQ404,SQUARE D QO816L100RB
BRKQ406,0.00,75.98,HB,QO2-100BNRB LOAD CTR,SQD 100 AMP,,,,SQUARE D LOADCTRS,P,102.60,123.12,86.40,,86.40,165.00,148.65,EA,BRKQ406,BR390
BUS400,0.00,4.69,HB,"1/2"" CONDUIT BUSHING",,,,THM BU501 (100/box),"BUSHING, CONDUIT",P,68.33,81.99,54.66,32.80,33.00,27.00,68.33,C,BUS400,APPLETON BBU50
BUS400,0.00,4.69,HB,"1/2"" CONDUIT BUSHING",,,,THM BU501 (100/box),"BUSHING, CONDUIT",P,68.33,81.99,54.66,32.80,33.00,27.00,68.33,C,BUS400,APPLETON BBU50H
BUS400,0.00,4.69,HB,"1/2"" CONDUIT BUSHING",,,,THM BU501 (100/box),"BUSHING, CONDUIT",P,68.33,81.99,54.66,32.80,33.00,27.00,68.33,C,BUS400,BAA0102
BUS400,0.00,4.69,HB,"1/2"" CONDUIT BUSHING",,,,THM BU501 (100/box),"BUSHING, CONDUIT",P,68.33,81.99,54.66,32.80,33.00,27.00,68.33,C,BUS400,BRIDGEPORT 321
BUS400,0.00,4.69,HB,"1/2"" CONDUIT BUSHING",,,,THM BU501 (100/box),"BUSHING, CONDUIT",P,68.33,81.99,54.66,32.80,33.00,27.00,68.33,C,BUS400,BRIDGEPORT 321B
BUS400,0.00,4.69,HB,"1/2"" CONDUIT BUSHING",,,,THM BU501 (100/box),"BUSHING, CONDUIT",P,68.33,81.99,54.66,32.80,33.00,27.00,68.33,C,BUS400,BU400
BUS400,0.00,4.69,HB,"1/2"" CONDUIT BUSHING",,,,THM BU501 (100/box),"BUSHING, CONDUIT",P,68.33,81.99,54.66,32.80,33.00,27.00,68.33,C,BUS400,CCHC 931
BUS400,0.00,4.69,HB,"1/2"" CONDUIT BUSHING",,,,THM BU501 (100/box),"BUSHING, CONDUIT",P,68.33,81.99,54.66,32.80,33.00,27.00,68.33,C,BUS400,CCHC H931
BUS400,0.00,4.69,HB,"1/2"" CONDUIT BUSHING",,,,THM BU501 (100/box),"BUSHING, CONDUIT",P,68.33,81.99,54.66,32.80,33.00,27.00,68.33,C,BUS400,DOTTIE PB50
BUS400,0.00,4.69,HB,"1/2"" CONDUIT BUSHING",,,,THM BU501 (100/box),"BUSHING, CONDUIT",P,68.33,81.99,54.66,32.80,33.00,27.00,68.33,C,BUS400,OZ GEDNEY A-50
BUS400,0.00,4.69,HB,"1/2"" CONDUIT BUSHING",,,,THM BU501 (100/box),"BUSHING, CONDUIT",P,68.33,81.99,54.66,32.80,33.00,27.00,68.33,C,BUS400,OZ GEDNEY IB50
BUS400,0.00,4.69,HB,"1/2"" CONDUIT BUSHING",,,,THM BU501 (100/box),"BUSHING, CONDUIT",P,68.33,81.99,54.66,32.80,33.00,27.00,68.33,C,BUS400,STEEL CITY BU-501
BUS402,0.00,4.36,HB,"3/4"" CONDUIT BUSHING",,,,THM BU502 (100/box),"BUSHING, CONDUIT",P,80.89,97.07,70.34,42.20,42.00,21.60,80.89,C,BUS402,APPLETON BBU75
BUS402,0.00,4.36,HB,"3/4"" CONDUIT BUSHING",,,,THM BU502 (100/box),"BUSHING, CONDUIT",P,80.89,97.07,70.34,42.20,42.00,21.60,80.89,C,BUS402,APPLETON BBU75H
BUS402,0.00,4.36,HB,"3/4"" CONDUIT BUSHING",,,,THM BU502 (100/box),"BUSHING, CONDUIT",P,80.89,97.07,70.34,42.20,42.00,21.60,80.89,C,BUS402,BAA0202
BUS402,0.00,4.36,HB,"3/4"" CONDUIT BUSHING",,,,THM BU502 (100/box),"BUSHING, CONDUIT",P,80.89,97.07,70.34,42.20,42.00,21.60,80.89,C,BUS402,BRIDGEPORT 322
BUS402,0.00,4.36,HB,"3/4"" CONDUIT BUSHING",,,,THM BU502 (100/box),"BUSHING, CONDUIT",P,80.89,97.07,70.34,42.20,42.00,21.60,80.89,C,BUS402,BRIDGEPORT 322B
BUS402,0.00,4.36,HB,"3/4"" CONDUIT BUSHING",,,,THM BU502 (100/box),"BUSHING, CONDUIT",P,80.89,97.07,70.34,42.20,42.00,21.60,80.89,C,BUS402,BU402
BUS402,0.00,4.36,HB,"3/4"" CONDUIT BUSHING",,,,THM BU502 (100/box),"BUSHING, CONDUIT",P,80.89,97.07,70.34,42.20,42.00,21.60,80.89,C,BUS402,CCHC 932
BUS402,0.00,4.36,HB,"3/4"" CONDUIT BUSHING",,,,THM BU502 (100/box),"BUSHING, CONDUIT",P,80.89,97.07,70.34,42.20,42.00,21.60,80.89,C,BUS402,CCHC H932
BUS402,0.00,4.36,HB,"3/4"" CONDUIT BUSHING",,,,THM BU502 (100/box),"BUSHING, CONDUIT",P,80.89,97.07,70.34,42.20,42.00,21.60,80.89,C,BUS402,DOTTIE PB75
BUS402,0.00,4.36,HB,"3/4"" CONDUIT BUSHING",,,,THM BU502 (100/box),"BUSHING, CONDUIT",P,80.89,97.07,70.34,42.20,42.00,21.60,80.89,C,BUS402,OZ GEDNEY A-75
BUS402,0.00,4.36,HB,"3/4"" CONDUIT BUSHING",,,,THM BU502 (100/box),"BUSHING, CONDUIT",P,80.89,97.07,70.34,42.20,42.00,21.60,80.89,C,BUS402,OZ GEDNEY IB75
BUS402,0.00,4.36,HB,"3/4"" CONDUIT BUSHING",,,,THM BU502 (100/box),"BUSHING, CONDUIT",P,80.89,97.07,70.34,42.20,42.00,21.60,80.89,C,BUS402,STL CITY BU-502
BUS406,0.00,7.06,HB,"1"" CONDUIT BUSHING",,,,THM BU503 (50/box),"BUSHING, CONDUIT",P,122.59,147.11,106.60,63.96,64.00,59.40,122.59,C,BUS406,APPLETON BBU100
BUS406,0.00,7.06,HB,"1"" CONDUIT BUSHING",,,,THM BU503 (50/box),"BUSHING, CONDUIT",P,122.59,147.11,106.60,63.96,64.00,59.40,122.59,C,BUS406,APPLETON BBU100H
BUS406,0.00,7.06,HB,"1"" CONDUIT BUSHING",,,,THM BU503 (50/box),"BUSHING, CONDUIT",P,122.59,147.11,106.60,63.96,64.00,59.40,122.59,C,BUS406,BAA0302
BUS406,0.00,7.06,HB,"1"" CONDUIT BUSHING",,,,THM BU503 (50/box),"BUSHING, CONDUIT",P,122.59,147.11,106.60,63.96,64.00,59.40,122.59,C,BUS406,BRIDGEPORT 323
BUS406,0.00,7.06,HB,"1"" CONDUIT BUSHING",,,,THM BU503 (50/box),"BUSHING, CONDUIT",P,122.59,147.11,106.60,63.96,64.00,59.40,122.59,C,BUS406,BRIDGEPORT 323B
BUS406,0.00,7.06,HB,"1"" CONDUIT BUSHING",,,,THM BU503 (50/box),"BUSHING, CONDUIT",P,122.59,147.11,106.60,63.96,64.00,59.40,122.59,C,BUS406,BU406
BUS406,0.00,7.06,HB,"1"" CONDUIT BUSHING",,,,THM BU503 (50/box),"BUSHING, CONDUIT",P,122.59,147.11,106.60,63.96,64.00,59.40,122.59,C,BUS406,CCHC 933
BUS406,0.00,7.06,HB,"1"" CONDUIT BUSHING",,,,THM BU503 (50/box),"BUSHING, CONDUIT",P,122.59,147.11,106.60,63.96,64.00,59.40,122.59,C,BUS406,CCHC H933
BUS406,0.00,7.06,HB,"1"" CONDUIT BUSHING",,,,THM BU503 (50/box),"BUSHING, CONDUIT",P,122.59,147.11,106.60,63.96,64.00,59.40,122.59,C,BUS406,DOTTIE PB100
BUS406,0.00,7.06,HB,"1"" CONDUIT BUSHING",,,,THM BU503 (50/box),"BUSHING, CONDUIT",P,122.59,147.11,106.60,63.96,64.00,59.40,122.59,C,BUS406,OZ GEDNEY A-100
BUS406,0.00,7.06,HB,"1"" CONDUIT BUSHING",,,,THM BU503 (50/box),"BUSHING, CONDUIT",P,122.59,147.11,106.60,63.96,64.00,59.40,122.59,C,BUS406,OZ GEDNEY IB100
BUS406,0.00,7.06,HB,"1"" CONDUIT BUSHING",,,,THM BU503 (50/box),"BUSHING, CONDUIT",P,122.59,147.11,106.60,63.96,64.00,59.40,122.59,C,BUS406,STL CTY BU-503
BRKC210,0.00,0.00,HB,70 AMP 240V DP CH BRKR,,,,WESCO CH270,DP - 240 VOLT C-H,P,132.48,158.98,115.20,86.40,86.40,86.13,132.48,EA,BRKC210,BR350
BRKC210,0.00,0.00,HB,70 AMP 240V DP CH BRKR,,,,WESCO CH270,DP - 240 VOLT C-H,P,132.48,158.98,115.20,86.40,86.40,86.13,132.48,EA,BRKC210,IAJ0270
BRKC400,0.00,0.00,HB,CH2L40RP 40 AMP CH RT LOAD CTR,,,,,CUTLER HAMMER LOAD CTR,P,106.20,127.44,106.20,79.65,79.65,0.00,112.57,EA,BRKC400,BR370
BRKC402,0.00,0.00,HB,CH2L70RP 70 AMP CH RT LOAD CTR,,,,,CUTLER HAMMER LOAD CTR,P,109.80,131.76,109.80,82.35,82.35,0.00,116.39,EA,BRKC402,BR372
BRKC404,0.00,26.72,HB,CH4L125RP 125 AMP CH,RT LOAD CTR,,,,CUTLER HAMMER LOAD CTR,P,127.80,153.36,127.80,95.85,95.85,0.00,135.47,EA,BRKC404,BR374
BRKC406,0.00,26.72,HB,CH8L125RP 125 AMP CH,RT LOAD CTR,,,,CUTLER HAMMER LOAD CTR,P,160.80,192.96,160.80,120.60,120.60,0.00,170.45,EA,BRKC406,BR376
BRKQ400,0.00,46.60,HB,QO2-4L70RB LOAD CENTER,SQUARE D,,,,SQUARE D GFI CIRCUIT BRAKERS,P,99.56,119.47,83.84,67.07,67.07,120.00,120.00,EA,BRKQ400,BR378
BRKC106,0.00,4.56,HB,30 AMP 120V SP CH BREAKER,CIRCUIT BRKR,,,WESCO CH130,SP - 120 VOLT C-H,P,23.12,27.74,20.10,15.08,15.08,19.13,23.12,EA,BRKC106,BR324
BRKC106,0.00,4.56,HB,30 AMP 120V SP CH BREAKER,CIRCUIT BRKR,,,WESCO CH130,SP - 120 VOLT C-H,P,23.12,27.74,20.10,15.08,15.08,19.13,23.12,EA,BRKC106,IAJ0130
BRKC200,0.00,17.36,HB,20 AMP 240V DP CH BRKR,,,,WESCO CH220,DP - 240 VOLT C-H,P,56.92,68.30,49.50,37.13,37.13,44.13,60.34,EA,BRKC200,BR340
BRKC200,0.00,17.36,HB,20 AMP 240V DP CH BRKR,,,,WESCO CH220,DP - 240 VOLT C-H,P,56.92,68.30,49.50,37.13,37.13,44.13,60.34,EA,BRKC200,IAJ0220
BRKC202,0.00,8.97,HB,30 AMP 240V DP CH BRKR,,,,WESCO CH230,DP - 240 VOLT C-H,P,56.92,68.30,49.50,37.13,37.13,31.81,60.34,EA,BRKC202,BR342
BRKC202,0.00,8.97,HB,30 AMP 240V DP CH BRKR,,,,WESCO CH230,DP - 240 VOLT C-H,P,56.92,68.30,49.50,37.13,37.13,31.81,60.34,EA,BRKC202,IAJ0230
